Name,Titel,Anmerkungen,Reihe,Personen,Erscheinungsort: Verlag,Erscheinungsjahr,Auflage,Verlag,Address,Description,URL_WorldCat,Inhalt,TimeStamp,fshop,isoLand,iso2Sprache,Latitude,Longitude,WorldCat_ID,WorldCat_Link
Aus Hoffmann's Leben und Nachlaß. Bdch. 6 ; ...,Aus Hoffmann's Leben und Nachlaß. Bdch. 6 ; ...,[Ernst Theodor Amadeus Hoffmann]&comma;Hrsg. von dem Verf. des Lebens-Abrisses Friedrich Ludwig Zacharias Werners [i.e. Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Neue verm. ... Aufl,Brodhag,Stuttgart,<b>Aus Hoffmann's Leben und Nachlaß.</b> Bdch. 6 ; ....<br>Stuttgart: Brodhag 1831. Neue verm. ... Aufl Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833154790" target="_blank">(OCoLC)833154790</a>,,1831,ZZ,DEU,ger,48.7775,9.18,(OCoLC)833154790,http://www.worldcat.org/oclc/833154790
Blutverwandtschaften. Ein Seitenstück zu Goethe's Wahlverwandtschasten.,Blutverwandtschaften. Ein Seitenstück zu Goethe's Wahlverwandtschasten.,Romantisches Zeitgemälde von Adolph von Schaden ; nebst einem Anhange&comma;Die Pagodenburg vom seligen Berliner E.T.A. Hoffmann.,,Schaden&comma;Adolph von; Goethe&comma;Johann Wolfgang von,München: Johann Palm,1831,,Johann Palm,München,<b>Blutverwandtschaften.</b> Ein Seitenstück zu Goethe's Wahlverwandtschasten.<br>München: Johann Palm 1831. Schaden&comma;Adolph von; Goethe&comma;Johann Wolfgang von.,<a href="http://www.worldcat.org/oclc/43208456" target="_blank">(OCoLC)43208456</a>,,1831,ZZ,DEU,ger,48.1375,11.575,(OCoLC)43208456,http://www.worldcat.org/oclc/43208456
Datura Fastuosa.,Datura Fastuosa.,,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl / Herausgegeben von seiner Wittwe Micheline Hoffmann&comma;geb. Rorer; Vierzehntes Bändchen,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Ausgabe letzter Hand,Brodhag,Stuttgart,<b>Datura Fastuosa.</b><br>Stuttgart: Brodhag 1831. Ausgabe letzter Hand Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833496729" target="_blank">(OCoLC)833496729</a>,,1831,DF,DEU,ger,48.7775,9.18,(OCoLC)833496729,http://www.worldcat.org/oclc/833496729
Der Kampf der Sänger. Der Artushof.,Der Kampf der Sänger. Der Artushof.,,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl / hrsg. von ... Micheline Hoffmann ...; Bdch. 16,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>Der Kampf der Sänger. Der Artushof.</b><br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/258264576" target="_blank">(OCoLC)258264576</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)258264576,http://www.worldcat.org/oclc/258264576
Der unheimliche Gast.,Der unheimliche Gast.,,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl / Herausgegeben von seiner Wittwe Micheline Hoffmann&comma;geb. Rorer; Zweites Bändchen,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Ausgabe letzter Hand,Brodhag,Stuttgart,<b>Der unheimliche Gast.</b><br>Stuttgart: Brodhag 1831. Ausgabe letzter Hand Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/838948448" target="_blank">(OCoLC)838948448</a>,,1831,UG,DEU,ger,48.7775,9.18,(OCoLC)838948448,http://www.worldcat.org/oclc/838948448
Der unheimliche Gast. De automate.,Der unheimliche Gast. De automate.,,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl / hrsg. von ... Micheline Hoffmann ...; Bdch. 2,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>Der unheimliche Gast. De automate.</b><br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/258263867" target="_blank">(OCoLC)258263867</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)258263867,http://www.worldcat.org/oclc/258263867
Der Zusammenhang der Dinge.,Der Zusammenhang der Dinge.,,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl / Herausgegeben von seiner Wittwe Micheline Hoffmann&comma;geb. Rorer; Dreizehntes Bändchen,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Ausgabe letzter Hand,Brodhag,Stuttgart,<b>Der Zusammenhang der Dinge.</b><br>Stuttgart: Brodhag 1831. Ausgabe letzter Hand Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833496719" target="_blank">(OCoLC)833496719</a>,,1831,ZD,DEU,ger,48.7775,9.18,(OCoLC)833496719,http://www.worldcat.org/oclc/833496719
Deutsche Cabinets-Encyklopädie oder Genius der besten neuern deutschen Dichter und Prosaiker. Bd. 12 ; Theil 2 ; Anthologie aus Hoffmann's sämmtlichen Werken ; Meister Johannes Wacht. Spieler-Glück ; in ihren geistreichsten und herrlichsten Stellen&comma;Gedichten&comma;Gedanken und Meinungen.,Deutsche Cabinets-Encyklopädie oder Genius der besten neuern deutschen Dichter und Prosaiker. Bd. 12 ; Theil 2 ; Anthologie aus Hoffmann's sämmtlichen Werken ; Meister Johannes Wacht. Spieler-Glück ; in ihren geistreichsten und herrlichsten Stellen&comma;Gedichten&comma;Gedanken und Meinungen.,Dargest. von Meyer.,,Hoffmann&comma;E.T.A.; Meyer&comma;Joseph,Hildburghausen: Bibliogr. Instit.,1831,,Bibliogr. Instit.,Hildburghausen,<b>Deutsche Cabinets-Encyklopädie oder Genius der besten neuern deutschen Dichter und Prosaiker.</b> Bd. 12 ; Theil 2 ; Anthologie aus Hoffmann's sämmtlichen Werken ; Meister Johannes Wacht. Spieler-Glück ; in ihren geistreichsten und herrlichsten Stellen&comma;Gedichten&comma;Gedanken und Meinungen.<br>Hildburghausen: Bibliogr. Instit. 1831. Hoffmann&comma;E.T.A.; Meyer&comma;Joseph.,<a href="http://www.worldcat.org/oclc/258263179" target="_blank">(OCoLC)258263179</a>,,1831,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)258263179,http://www.worldcat.org/oclc/258263179
Die Pagodenburg.,Die Pagodenburg.,Ernst Theodor Amadeus Hoffmann.,,Hoffmann&comma;E.T.A.,München,1831,,,München,<b>Die Pagodenburg.</b><br>München 1831. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/249255946" target="_blank">(OCoLC)249255946</a>,,1831,ZZ,DEU,ger,48.1375,11.575,(OCoLC)249255946,http://www.worldcat.org/oclc/249255946
Doge und Dogaresse.,Doge und Dogaresse.,,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl / Herausgegeben von seiner Wittwe Micheline Hoffmann&comma;geb. Rorer; Siebentes Bändchen,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Ausgabe letzter Hand,Brodhag,Stuttgart,<b>Doge und Dogaresse.</b><br>Stuttgart: Brodhag 1831. Ausgabe letzter Hand Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833496669" target="_blank">(OCoLC)833496669</a>,,1831,DD,DEU,ger,48.7775,9.18,(OCoLC)833496669,http://www.worldcat.org/oclc/833496669
E.T.A. Hoffmann's Erzahlende Schriften&comma;in einer Auswahl. (durchgesehen),E.T.A. Hoffmann's Erzahlende Schriften&comma;in einer Auswahl. (durchgesehen),Hrsg. von seiner Wittwe Micheline Hoffman.,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: F. Brodhag,1831,,F. Brodhag,Stuttgart,<b>E.T.A. Hoffmann's Erzahlende Schriften&comma;in einer Auswahl.</b><br>Stuttgart: F. Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/612243421" target="_blank">(OCoLC)612243421</a>,Bd. 1. Meister Martin und seine Gesellen.<br>Bd. 2. Aus Hoffmann's Leben und Nachlass.<br>Bd. 3. Signor Formica.<br>Bd. 4. Aus Hoffmann's Leben und Nachlass.<br>Bd. 5. Dog und Dogaresse.<br>Bd. 6. Rath Krespel.<br>Rath Krespel.<br>Bd. 7. Aus Hoffmann's Leben und Nachlass.,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)612243421,http://www.worldcat.org/oclc/612243421
E.T.A. Hoffmann's Erzählende Schriften&comma;in einer Auswahl. ,E.T.A. Hoffmann's Erzählende Schriften&comma;in einer Auswahl. ,Herausgegeben von seiner Wittwe Micheline Hoffman.,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: F. Brodhag,1831,,F. Brodhag,Stuttgart,<b>E.T.A. Hoffmann's Erzählende Schriften&comma;in einer Auswahl.</b><br>Stuttgart: F. Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/20438808" target="_blank">(OCoLC)20438808</a>,Bd. 1. Meister Martin und seine Gesellen.<br>Bd. 2. Der unheimliche Gast.<br>Bd. 3. Aus Hoffmann's Leben und Nachlass. 1. Bd.<br>Bd. 4-5. Signor Formica. 2 v.<br>Bd. 6. Aus Hoffmann's Leben und Nachlass. 2. Bd.<br>Bd. 7. Dog und Dogaresse.<br>Bd. 8. Rath Krespel. Die Fermate.<br>Bd. 9. Aus Hoffmann's Leben und Nachlass. 3 Bd.<br>Bd. 10. Fräulein Scudery. 1. Abt.<br>Bd. 11. Fraulein Scudery. 2. Abt. Abenteuer dreier Freunde.<br>Bd. 12. Aus Hoffmann's Leben und Nachlass. 4. Bd.<br>Bd. 13. Der Zusammenhang der Dinge.<br>Bd. 14. Datura Fastuosa.<br>Bd. 15. Aus Hoffmann's Leben und Nachlass. 5. Bd.<br>Bd. 16. Der Kampf der Sänger. Der Artushof.<br>Bd. 17. Meister Johannes Wacht.<br>Bd. 18. Aus Hoffmann's Leben und Nachlass. 6. Bd.,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)20438808,http://www.worldcat.org/oclc/20438808
E.T.W. Hoffmann's erzählende Schriften&comma;in einer Auswahl.,E.T.W. Hoffmann's erzählende Schriften&comma;in einer Auswahl.,Herausgegeben von Micheline Hoffmann.,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften&comma;in einer Auswahl.</b><br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/315476906" target="_blank">(OCoLC)315476906</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)315476906,http://www.worldcat.org/oclc/315476906
E.T.W. Hoffmann's erzählende Schriften&comma;in einer Auswahl. Herausgegeben von seiner Wittwe Micheline Hoffmann ...,E.T.W. Hoffmann's erzählende Schriften&comma;in einer Auswahl. Herausgegeben von seiner Wittwe Micheline Hoffmann ...,,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: Fr. Brodhag'sche Buchhandlung,1831,,Fr. Brodhag'sche Buchhandlung,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften&comma;in einer Auswahl. Herausgegeben von seiner Wittwe Micheline Hoffmann ....</b><br>Stuttgart: Fr. Brodhag'sche Buchhandlung 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/912770279" target="_blank">(OCoLC)912770279</a>,Bd. 1. Meister Martin und seine Gesellen<br>Bd. 2. Der unheimliche Gast<br>Bd. 3. Aus Hoffmann's Leben und Nachlass. 1. Bd.<br>Bd. 4-5. Signor Formica<br>Bd. 6. Aus Hoffmann's Leben und Nachlass. 2. Bd.<br>Bd. 7. Dog und Dogaresse<br>Bd. 8. Rath Krespel&comma;Die Fermate<br>Bd. 9. Aus Hoffmann's Leben und Nachlass. 3 Bd.<br>Bd. 10. Fräulein Scudery. 1. Abt.<br>Bd. 11. Fraulein Scudery. 2. Abt. Abenteuer dreier Freunde<br>Bd. 12. Aus Hoffmann's Leben und Nachlass. 4. Bd.<br>Bd. 13. Der Zusammenhang der Dinge<br>Bd. 14. Datura Fastuosa<br>Bd. 15. Aus Hoffmann's Leben und Nachlass. 5. Bd.<br>Bd. 16. Der Kampf der Sänger. Der Artushof<br>Bd. 17. Meister Johannes Wacht<br>Bd. 18. Aus Hoffmann's Leben und Nachlass. 6. Bd.,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)912770279,http://www.worldcat.org/oclc/912770279
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.,Herausgegeben von seiner Wittwe Micheline Hoffmann ...,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: Fr. Brodhag'sche Buchhandlung,1831,,Fr. Brodhag'sche Buchhandlung,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b><br>Stuttgart: Fr. Brodhag'sche Buchhandlung 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/491511894" target="_blank">(OCoLC)491511894</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)491511894,http://www.worldcat.org/oclc/491511894
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 10 ; Fräulein Scudery ; Abtheilung 1. ,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 10 ; Fräulein Scudery ; Abtheilung 1. ,Hrsg. von ... Micheline Hoffmann ...,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Bdch. 10 ; Fräulein Scudery ; Abtheilung 1.<br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina.,<a href="http://www.worldcat.org/oclc/834564605" target="_blank">(OCoLC)834564605</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)834564605,http://www.worldcat.org/oclc/834564605
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 11 ; Fräulein Scudery ; Abtheilung 2. ,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 11 ; Fräulein Scudery ; Abtheilung 2. ,Hrsg. von ... Micheline Hoffmann ...,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Bdch. 11 ; Fräulein Scudery ; Abtheilung 2.<br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina.,<a href="http://www.worldcat.org/oclc/834564716" target="_blank">(OCoLC)834564716</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)834564716,http://www.worldcat.org/oclc/834564716
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 12 ; Aus Hoffmann's Leben und Nachlaß ; Bändchen 4. ,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 12 ; Aus Hoffmann's Leben und Nachlaß ; Bändchen 4. ,Hrsg. von ... Micheline Hoffmann ...,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Bdch. 12 ; Aus Hoffmann's Leben und Nachlaß ; Bändchen 4.<br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina.,<a href="http://www.worldcat.org/oclc/834565143" target="_blank">(OCoLC)834565143</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)834565143,http://www.worldcat.org/oclc/834565143
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 13 ; Der Zusammenhang der Dinge. ,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 13 ; Der Zusammenhang der Dinge. ,Hrsg. von ... Micheline Hoffmann ...,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Bdch. 13 ; Der Zusammenhang der Dinge.<br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/834565213" target="_blank">(OCoLC)834565213</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)834565213,http://www.worldcat.org/oclc/834565213
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 14 ; Datura fastuosa. ,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Bdch. 14 ; Datura fastuosa. ,Hrsg. von ... Micheline Hoffmann ...,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina,Stuttgart: Brodhag,1831,,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Bdch. 14 ; Datura fastuosa.<br>Stuttgart: Brodhag 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Maria Thekla Michaelina.,<a href="http://www.worldcat.org/oclc/834565260" target="_blank">(OCoLC)834565260</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)834565260,http://www.worldcat.org/oclc/834565260
E. T. W. Hoffmann's erzählende Schriften in einer Auswahl. Neuntes Bändchen ; Drittes Bändchen ; Aus Hoffmann's Leben und Nachlass ; [...].,E. T. W. Hoffmann's erzählende Schriften in einer Auswahl. Neuntes Bändchen ; Drittes Bändchen ; Aus Hoffmann's Leben und Nachlass ; [...].,Herausgegeben von seiner Wittwe Micheline Hoffmann&comma;geb. Rorer.,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag; Stuttgart: Brodhag,1831,Neue vermehrte und verbesserte Ausgabe,Brodhag; Brodhag,Stuttgart; Stuttgart,<b>E. T. W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Neuntes Bändchen ; Drittes Bändchen ; Aus Hoffmann's Leben und Nachlass ; [...].<br>Stuttgart: Brodhag; Stuttgart: Brodhag 1831. Neue vermehrte und verbesserte Ausgabe Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833496687" target="_blank">(OCoLC)833496687</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)833496687,http://www.worldcat.org/oclc/833496687
E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Viertes Bändchen ; Erste Abtheilung ; Signor Formica ; ... ,E.T.W. Hoffmann's erzählende Schriften in einer Auswahl. Viertes Bändchen ; Erste Abtheilung ; Signor Formica ; ... ,[Herausgegeben von seiner Wittwe Micheline Hoffmann&comma;geb. Rorer [vielm. von Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Ausgabe letzter Hand,Brodhag,Stuttgart,<b>E.T.W. Hoffmann's erzählende Schriften in einer Auswahl.</b> Viertes Bändchen ; Erste Abtheilung ; Signor Formica ; ....<br>Stuttgart: Brodhag 1831. Ausgabe letzter Hand Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/834188692" target="_blank">(OCoLC)834188692</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)834188692,http://www.worldcat.org/oclc/834188692
Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. 8 ; Rath Krespel.,Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. 8 ; Rath Krespel.,,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart,1831,,,Stuttgart,<b>Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer.</b> 8 ; Rath Krespel.<br>Stuttgart 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/831959515" target="_blank">(OCoLC)831959515</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)831959515,http://www.worldcat.org/oclc/831959515
Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 10 ; 1 ; Fräulein Scudery ; ...,Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 10 ; 1 ; Fräulein Scudery ; ...,,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart,1831,,,Stuttgart,<b>Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer.</b> Bd. 10 ; 1 ; Fräulein Scudery ; ....<br>Stuttgart 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/831959527" target="_blank">(OCoLC)831959527</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)831959527,http://www.worldcat.org/oclc/831959527
Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 11 ; 2 ; Fräulein Scudery ; ...,Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 11 ; 2 ; Fräulein Scudery ; ...,,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart,1831,,,Stuttgart,<b>Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer.</b> Bd. 11 ; 2 ; Fräulein Scudery ; ....<br>Stuttgart 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/831959547" target="_blank">(OCoLC)831959547</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)831959547,http://www.worldcat.org/oclc/831959547
Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 14 ; Datura Fastuosa.,Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 14 ; Datura Fastuosa.,,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart,1831,,,Stuttgart,<b>Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer.</b> Bd. 14 ; Datura Fastuosa.<br>Stuttgart 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/257460074" target="_blank">(OCoLC)257460074</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)257460074,http://www.worldcat.org/oclc/257460074
Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 3 ; 1 ; Leben und Nachlass ; ...,Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer. Bd. 3 ; 1 ; Leben und Nachlass ; ...,,,Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline,Stuttgart,1831,,,Stuttgart,<b>Ernst Theodor Amadeus Hoffmann: Erzählende Schriften. In einer Auswahl hrsg. von seiner Witwe Micheline Hoffmann geb. Rorer.</b> Bd. 3 ; 1 ; Leben und Nachlass ; ....<br>Stuttgart 1831. Hoffmann&comma;E.T.A.; Hoffmann&comma;Micheline.,<a href="http://www.worldcat.org/oclc/831959431" target="_blank">(OCoLC)831959431</a>,,1831,a2a,DEU,ger,48.7775,9.18,(OCoLC)831959431,http://www.worldcat.org/oclc/831959431
